var_index,gene,bin
1375,GNB1,23
1376,HOXA9,4
1377,EDN1,8
1378,MLLT10,16
1379,ZCWPW1,10
1380,ADCYAP1R1,3
1381,FGF20,4
1382,P2RY10,20
1383,ITM2A,24
1384,NRDC,23
1385,VDAC3,24
1386,PCM1,23
1387,TNRC6C,14
1388,CBFA2T2,17
1389,BRINP1,2
1390,ITCH,20
1391,PKD2L2,8
1392,TP53INP2,11
1393,SDF4,24
1394,MYH7B,7
1395,BPIFB2,0
1396,TP73,10
1397,TOLLIP,16
1398,UBE2D4,13
1399,CLUL1,4
1400,RUNX1T1,0
1401,CDH17,1
1402,THOC1,19
1403,FKBP7,11
1404,OSBPL6,11
1405,SLC1A3,4
1406,XRCC5,21
1407,LXN,14
1408,SP140,22
1409,MKNK1,19
1410,TNS1,10
1411,REXO1,18
1412,SAR1A,10
1413,CDC14A,19
1414,RAPGEF3,9
1415,CEACAM1,12
1416,SENP1,21
1417,DUSP13,4
1418,CIC,19
1419,LIPE,13
1420,FDFT1,22
1421,PAFAH1B3,19
1422,OPHN1,7
1423,AFM,2
1424,KIF22,23
1425,SCGN,3
1426,CARMIL1,12
1427,PGM1,19
1428,DDX1,24
1429,DNM2,23
1430,EPB41L2,14
1431,RIMS1,4
1432,MOXD1,7
1433,STX7,17
1434,KEAP1,22
1435,DDX43,10
1436,PTPRH,6
1437,DCT,6
1438,SLC35C2,19
1439,CRYBG3,12
1440,EPHA6,3
1441,SCTR,1
1442,RFX3,15
1443,RIF1,18
1444,RAB21,23
1445,SLC4A4,8
1446,SMARCA2,23
1447,RDH8,1
1448,SESN1,18
1449,MID2,11
1450,DNAAF6,3
1451,COL5A3,7
1452,SRCAP,23
1453,PUM3,16
1454,CPB2,4
1455,CHRNA3,3
1456,KCNN2,1
1457,CNOT4,15
1458,PSEN1,20
1459,CPOX,20
1460,CLDND1,24
1461,MOK,10
1462,HSP90AA1,24
1463,RBL1,20
1464,DLGAP4,21
1465,IGSF9B,18
1466,CFHR2,2
1467,NDC80,21
1468,AP4E1,18
1469,RSBN1,16
1470,MAGI3,12
1471,CXCL2,7
1472,AFP,0
1473,COL4A4,6
1474,TCF7,16
1475,OSTM1,17
1476,CDH7,1
1477,IMPG2,8
1478,EXD2,12
1479,ARG2,12
1480,MEF2C,7
1481,PTPRC,24
1482,CACNA1S,2
1483,PKP1,3
1484,UBA5,20
1485,STK17B,24
1486,CDC14B,14
1487,ZNF510,13
1488,LRP2,9
1489,JMJD4,16
1490,DUSP12,17
1491,AACS,17
1492,DELE1,19
1493,SLC13A1,1
1494,CADPS2,4
1495,PCDHB4,1
1496,PCDHA6,1
1497,PCDHGA2,6
1498,IFT25,21
1499,PHLPP1,14
1500,ATP8B1,7
1501,IL12RB2,23
1502,SMARCD3,9
1503,WDR70,17
1504,FYB1,24
1505,MPP4,5
1506,STRADB,14
1507,BZW1,19
1508,PGR,0
1509,C1QTNF3,9
1510,ME2,23
1511,C5orf22,21
1512,CCNT2,18
1513,FAM135A,10
1514,COL19A1,7
1515,EPB41L3,11
1516,COBLL1,5
1517,DLG3,17
1518,KCNK2,0
1519,SERTAD4,1
1520,TRAF5,19
1521,GEMIN5,18
1522,OPRK1,2
1523,NFE2L1,22
1524,SEMA5B,5
1525,GSK3B,22
1526,ITGB5,10
1527,ERC1,14
1528,XPO1,21
1529,RNF13,20
1530,TRPM3,2
1531,PALB2,16
1532,DOP1A,13
1533,LYRM2,13
1534,BCKDHB,14
1535,KAT6A,22
1536,TUT7,24
1537,ULK2,14
1538,GRHL2,0
1539,TNPO1,14
1540,PLOD1,15
1541,P2RX5,16
1542,DIS3,21
1543,PIBF1,16
1544,TDRD3,15
1545,NUFIP1,15
1546,PDS5B,20
1547,OXCT1,22
1548,RRAGB,11
1549,EPYC,1
1550,CYLD,24
1551,SLC27A5,15
1552,ZNF324,13
1553,ZNF671,14
1554,ZNF416,12
1555,ZNF586,13
1556,ZNF446,11
1557,ZNF264,18
1558,FAT1,7
1559,YTHDC1,22
1560,CHMP2B,20
1561,SMAP2,24
1562,PPIE,20
1563,ZMPSTE24,20
1564,STARD7,16
1565,NOA1,21
1566,REST,21
1567,HAL,9
1568,SSH1,17
1569,GSTP1,19
1570,APLP2,17
1571,FAM234B,13
1572,SLCO1A2,4
1573,WBP11,19
1574,EIF3I,18
1575,NKAIN1,5
1576,COL16A1,6
1577,TXLNA,24
1578,APOB,3
1579,NCOA1,18
1580,AGBL5,14
1581,EFR3B,8
1582,KIF3C,13
1583,RAB10,24
1584,GCKR,4
1585,HADHA,23
1586,MAPRE3,11
1587,CAD,17
1588,CD59,19
1589,CD82,24
1590,BCORL1,11
1591,ATRX,21
1592,AK6,22
1593,MYNN,19
1594,MECOM,3
1595,SCAMP1,13
1596,PREP,20
1597,HACE1,16
1598,SEH1L,22
1599,WDR47,13
1600,WDFY1,21
1601,OVGP1,9
1602,SLC25A24,15
1603,MAP3K4,17
1604,PILRA,7
1605,IGSF9,4
1606,ABCB1,10
1607,ZNF213,14
1608,AKR1B1,23
1609,CPNE3,21
1610,CTTN,12
1611,WNT11,6
1612,MTIF2,21
1613,DDHD2,18
1614,TTC39A,7
1615,EPS15,18
1616,ORC1,19
1617,MGST2,16
1618,CHERP,22
1619,ATG16L1,15
1620,USP40,14
1621,POMGNT1,19
1622,RAD54L,16
1623,MAST2,15
1624,DNAJA1,24
1625,B4GALT1,23
1626,CHMP5,23
1627,NFX1,20
1628,AQP6,4
1629,DIMT1,23
1630,IPO11,18
1631,FOLH1,2
1632,EIF2AK1,23
1633,NME8,1
1634,EPDR1,9
1635,SNX10,23
1636,SEPHS1,18
1637,HBQ1,9
1638,ITPKC,15
1639,CEACAM6,2
1640,FAT2,2
1641,RBM22,21
1642,TMED2,18
1643,ERO1B,12
1644,HSD17B2,3
1645,TXLNG,18
1646,PPEF1,6
1647,LAT2,14
1648,HUWE1,22
1649,ZW10,19
1650,ALG9,16
1651,MYBPC2,7
1652,NOX4,2
1653,ACOX3,13
1654,MTMR2,20
1655,PPP1R15A,17
1656,HSD17B14,10
1657,TRIP6,15
1658,ACHE,7
1659,FTL,24
1660,SRRT,22
1661,BAX,24
1662,NLK,16
1663,PIGS,20
1664,ADAMTS2,4
1665,TMPRSS11E,5
1666,ATXN7L3,15
1667,PGS1,19
1668,PSMC5,23
1669,UIMC1,18
1670,CETP,7
1671,MMP2,6
1672,MT3,9
1673,LPCAT2,10
1674,GNAO1,9
1675,OGFOD1,21
1676,SH3BP2,18
1677,NOP14,23
1678,ADD1,23
1679,L2HGDH,15
1680,TXNDC16,14
1681,RTRAF,24
1682,NID2,9
1683,GMCL1,15
1684,SF3B2,21
1685,KLHL42,11
1686,DNM1L,22
1687,PTHLH,7
1688,PHACTR3,0
1689,ERGIC2,22
1690,TFAP2C,4
1691,AURKA,19
1692,CASS4,11
1693,PIR,14
1694,AAMDC,13
1695,RFX2,11
1696,METTL2A,16
1697,SULT2B1,6
1698,ALG6,17
1699,CNOT3,19
1700,GP6,8
1701,PTPN4,20
1702,DDX18,24
1703,KHSRP,23
1704,GNA11,10
1705,ASAP3,6
1706,EDEM2,20
1707,DNMT3B,10
1708,REM1,1
1709,TPX2,23
1710,PDRG1,14
1711,EPB41L1,7
1712,SLC15A1,5
1713,DOCK9,22
1714,ANKRD10,23
1715,TGDS,18
1716,DOCK3,10
1717,C3orf18,13
1718,COQ9,19
1719,TMEM40,0
1720,KIF9,12
1721,ARHGAP28,6
1722,CRLS1,23
1723,DEFB127,0
1724,PPP1R13B,11
1725,ATRN,15
1726,SMOX,18
1727,SIGLEC1,3
1728,NSFL1C,20
1729,SLC4A11,10
1730,DNAAF9,11
1731,ZNF343,14
1732,EBF4,10
1733,CPXM1,9
1734,MAVS,21
1735,LZTS3,9
1736,F11,6
1737,XRN2,24
1738,KIZ,14
1739,DYNLL1,11
1740,TESC,20
1741,SNX5,23
1742,SIRPG,13
1743,MAPKAPK5,19
1744,P2RX7,14
1745,ESF1,19
1746,RBBP9,17
1747,ANAPC5,23
1748,SLC23A2,16
1749,SLC8B1,12
1750,TMEM230,18
1751,DZANK1,10
1752,KDM2B,18
1753,CFAP61,6
1754,LHX5,5
1755,TASP1,14
1756,OAS1,20
1757,GCN1,22
1758,PXN,21
1759,SIRT4,10
1760,RPH3A,3
1761,KIF16B,15
1762,TRMT6,17
1763,CHGB,7
1764,PEBP1,23
1765,TBX5,5
1766,BRAP,16
1767,ERP29,16
1768,NOS1,0
1769,FUS,21
1770,IGBP1,22
1771,FXYD5,24
1772,ZNF302,11
1773,GRAMD1A,21
1774,FXYD3,2
1775,HEPH,3
1776,CDIP1,17
1777,CMTM1,10
1778,KCNH4,10
1779,GANAB,20
1780,GMIP,17
1781,RBM41,16
1782,BIRC5,20
1783,LAG3,23
1784,MLF2,23
1785,OTUB2,11
1786,DDX24,23
1787,ZBTB25,22
1788,NECAP1,15
1789,ARHGAP4,22
1790,ANKRD24,10
1791,DHX32,14
1792,RCOR1,17
1793,GPATCH2L,23
1794,LTBP4,15
1795,BLVRB,13
1796,SLC9A1,16
1797,SPTLC1,18
1798,PAPOLA,22
1799,CCNK,22
1800,PCBP4,12
1801,RGS1,15
1802,YPEL3,17
1803,NDUFB2,20
1804,NUDC,24
1805,MAEA,21
1806,ICAM1,18
1807,STRN4,19
1808,IRAK3,11
1809,LYZ,12
1810,SI,0
1811,MUL1,15
1812,TFAP4,13
1813,PDCD7,16
1814,SPG21,24
1815,FETUB,3
1816,DNAJB11,22
1817,P3H2,4
1818,THPO,1
1819,CHRD,5
1820,FLT3LG,22
1821,RAB11FIP3,14
1822,GNPTG,16
1823,ZNF268,17
1824,GOLGA3,21
1825,PABPC4,21
1826,CD209,3
1827,CERS4,16
1828,MCOLN1,15
1829,USP48,23
1830,EFNB1,14
1831,PDPR,17
1832,AARS1,16
1833,GLG1,20
1834,KIF4A,16
1835,TNRC6A,16
1836,PLEKHG2,13
1837,DLL3,11
1838,NAT14,12
1839,PITPNM2,16
1840,EXOC1,18
1841,RBM27,22
1842,POU4F3,7
1843,OSBPL8,23
1844,DTX2,11
1845,NLRC4,8
1846,PUS7,20
1847,LAMB4,1
1848,NRCAM,7
1849,LAMB1,3
1850,SLC26A4,13
1851,SLC26A3,4
1852,DLD,21
1853,WDR7,12
1854,TXNL1,22
1855,IL5RA,8
1856,CMTM6,24
1857,ITGA6,15
1858,RAPGEF4,6
1859,MAP3K20,19
1860,SMPX,4
1861,FH,24
1862,SEL1L3,22
1863,TF,7
1864,CDV3,22
1865,MYO15A,7
1866,ALKBH5,22
1867,APOH,4
1868,NLRP1,18
1869,PITPNM3,9
1870,SPAG7,22
1871,ORC6,20
1872,ZFHX4,4
1873,SLC17A6,0
1874,CPA1,1
1875,ZC3HC1,16
1876,ESR1,10
1877,RGS17,5
1878,TMEM101,19
1879,CD200,16
1880,CCDC80,7
1881,CMA1,7
1882,PSME1,24
1883,PPP2R3C,19
1884,HAUS4,20
1885,JPH4,5
1886,MYH7,5
1887,CEBPE,8
1888,SLC7A8,6
1889,OSGEP,17
1890,SLC22A17,9
1891,RNF31,19
1892,SCFD1,22
1893,G2E3,18
1894,HECTD1,19
1895,HNRNPC,24
1896,RPGRIP1,5
1897,SUPT16H,24
1898,TOX4,22
1899,GEMIN2,14
1900,TGM1,10
1901,TINF2,21
1902,DAZL,6
1903,TBL1Y,4
1904,SEMA6A,4
1905,TRPM7,21
1906,TYRO3,10
1907,WDR76,22
1908,CAPN3,10
1909,SNAP23,19
1910,TBX15,4
1911,PHGDH,18
1912,COL9A3,6
1913,EZR,24
1914,MYL6,23
1915,AGO1,18
1916,TEKT2,6
1917,CLSPN,19
1918,RFFL,20
1919,UNC13D,21
1920,MFSD11,15
1921,DPYSL2,20
1922,TGFB2,5
1923,GPATCH2,15
1924,NUP50,23
1925,CDC45,19
1926,COMT,20
1927,ADA2,18
1928,ECHDC1,21
1929,LRRFIP2,18
1930,SEC22C,18
1931,XYLB,12
1932,HDAC6,17
1933,OR1I1,0
1934,GABRP,0
1935,KRT31,2
1936,CDC6,20
1937,UPRT,18
1938,CDC23,18
1939,AAAS,19
1940,CBX5,21
1941,FMO2,2
1942,SUCO,17
1943,MSH2,21
1944,MAP3K1,23
1945,DHPS,18
1946,HOOK2,11
1947,NXPE1,2
1948,ARCN1,24
1949,EPB41L4B,10
1950,TMEM38B,15
1951,PSMD5,14
1952,PTGS1,8
1953,NUP188,24
1954,CRAT,12
1955,SH2D3C,19
1956,NANS,19
1957,TBC1D2,12
1958,WHRN,11
1959,PDE6C,2
1960,CWF19L1,19
1961,SEMA4G,8
1962,BTAF1,21
1963,IKZF5,18
1964,BLNK,0
1965,CYP26A1,8
1966,TDRD1,8
1967,SORBS1,9
1968,CRTAC1,3
1969,BAMBI,9
1970,IL11,8
1971,MYO3A,4
1972,WAC,15
1973,CREM,24
1974,NUBP2,16
1975,TPSD1,2
1976,SMIM24,8
1977,TREM2,1
1978,KCNK16,0
1979,CRISP3,1
1980,FKBP5,21
1981,SRPK1,23
1982,BRPF3,14
1983,PGC,5
1984,TMEM14A,16
1985,EFHC1,9
1986,NCR2,5
1987,HSP90AB1,24
1988,MLN,2
1989,CDC5L,23
1990,ITPR3,17
1991,ZNF184,16
1992,DSP,7
1993,SIRT1,16
1994,HNRNPH3,24
1995,JAK2,23
1996,IL12RB1,19
1997,ABL1,17
1998,ACOT7,18
1999,SH3GLB1,24
2000,CDC7,17
2001,SYDE2,10
2002,PCSK5,11
2003,SCD,24
2004,TMED1,16
2005,ABLIM1,17
2006,ERMP1,18
2007,RAB18,22
2008,NRP1,11
2009,PRTFDC1,10
2010,PALMD,0
2011,TSPAN15,14
2012,MACROH2A2,11
2013,MAST3,18
2014,MZF1,10
2015,OCEL1,13
2016,MYO9B,20
2017,KCNK6,14
2018,CATSPERG,11
2019,PSMD8,21
2020,FBXL19,17
2021,STX1B,8
2022,HSD3B7,11
2023,SETD1A,15
2024,BCL7C,19
2025,MAGEB2,1
2026,EFNA2,5
2027,CIRBP,23
2028,ATP5F1D,21
2029,CBARP,6
2030,PCDH11Y,0
2031,AMELY,0
2032,IGFALS,6
2033,HNRNPM,23
2034,MARCHF2,12
2035,NDUFB7,22
2036,TECR,12
2037,TIMM13,23
2038,CDC34,20
2039,MTAP,16
2040,MISP,3
2041,CEP170B,12
2042,POLR2E,15
2043,POLRMT,11
2044,HCN2,11
2045,CDHR5,2
2046,IZUMO4,12
2047,RASSF7,15
2048,GADD45B,13
2049,PALM,3
2050,MADCAM1,8
2051,MKNK2,24
2052,ARVCF,10
2053,TRMT2A,17
2054,ZDHHC8,18
2055,KLHL22,16
2056,MED15,23
2057,SERPIND1,5
2058,SNAP29,20
2059,CRKL,23
2060,LZTR1,15
2061,MMP11,8
2062,CECR2,6
2063,SMARCB1,23
2064,P2RX6,6
2065,DERL3,12
2066,SLC7A4,5
2067,BCL2L13,21
2068,DDTL,11
2069,DDT,22
2070,OSM,20
2071,CABIN1,20
2072,TBC1D10A,17
2073,SUSD2,10
2074,SF3A1,21
2075,GGT5,5
2076,RNF215,12
2077,SEC14L2,13
2078,SEC14L3,5
2079,SPECC1L,19
2080,PPIL2,15
2081,UPB1,8
2082,YPEL1,11
2083,SNRPD3,11
2084,PES1,21
2085,MAPK1,23
2086,PPM1F,14
2087,SLC35E4,12
2088,TOP3B,16
2089,CRYBB3,9
2090,CYTH4,19
2091,ESS2,16
2092,MFNG,24
2093,CARD10,4
2094,SLC25A1,18
2095,GRK3,21
2096,PLA2G3,3
2097,LGALS2,5
2098,GGA1,17
2099,HIRA,20
2100,SH3BP1,23
2101,SEZ6L,5
2102,LGALS1,24
2103,HPS4,17
2104,PIK3IP1,14
2105,SRRD,18
2106,PATZ1,16
2107,TRIOBP,17
2108,TFIP11,19
2109,GCAT,12
2110,CRYBB1,6
2111,ANKRD54,15
2112,EIF3L,24
2113,SNU13,24
2114,MICALL1,12
2115,POLR2F,18
2116,SOX10,0
2117,CCDC134,16
2118,DEPDC5,18
2119,PICK1,13
2120,TTC28,11
2121,SLC16A8,5
2122,CENPM,23
2123,SEPTIN3,10
2124,SLC5A1,4
2125,SLC5A4,3
2126,KDELR3,10
2127,CYP2D6,8
2128,DDX17,23
2129,DMC1,14
2130,TCF20,17
2131,HSCB,15
2132,CBY1,12
2133,TOMM22,24
2134,RSPH14,7
2135,XBP1,23
2136,RTCB,21
2137,JOSD1,22
2138,FBXO7,24
2139,GTPBP1,22
2140,POLDIP3,21
2141,RAB36,5
2142,TIMP3,5
2143,PPP6R2,21
2144,SBF1,21
2145,SUN2,24
2146,CYB5R3,21
2147,DNAL4,13
2148,C22orf31,2
2149,MIOX,7
2150,LMF2,18
2151,RHBDD3,12
2152,PACSIN2,16
2153,TTLL1,13
2154,RASL10A,7
2155,AP1B1,19
2156,HMGXB4,19
2157,TOM1,14
2158,NEFH,13
2159,CHKB,17
2160,BIK,11
2161,HMOX1,12
2162,MCAT,14
2163,THOC5,18
2164,MCM5,23
2165,APOBEC3H,16
2166,ARSA,16
2167,TSPO,24
2168,RASD2,7
2169,TTLL12,23
2170,CBX7,11
2171,PDGFB,9
2172,CABP7,7
2173,ZMAT5,18
2174,RBFOX2,11
2175,SYNGR1,6
2176,TAB1,16
2177,ASCC2,21
2178,MTMR3,17
2179,MIEF1,17
2180,APOL4,13
2181,PNPLA5,2
2182,APOL1,21
2183,PNPLA3,8
2184,MYH9,24
2185,CACNA1I,11
2186,SAMM50,19
2187,TXN2,22
2188,FOXRED2,16
2189,GRAP2,21
2190,EIF3D,23
2191,TNRC6B,18
2192,SGSM3,18
2193,IFT27,16
2194,PVALB,6
2195,KIAA0930,15
2196,NCF4,17
2197,CSF2RB,13
2198,SLC25A17,17
2199,UPK3A,1
2200,FAM118A,12
2201,KCTD17,17
2202,ST13,17
2203,IL2RB,24
2204,RBX1,23
2205,EP300,22
2206,L3MBTL2,17
2207,CHADL,6
2208,RANGAP1,22
2209,ZC3H7B,22
2210,PHF5A,22
2211,ACO2,18
2212,POLR3H,20
2213,TRMU,18
2214,PMM1,15
2215,DESI1,23
2216,CERK,19
2217,BRD1,22
2218,ZBED4,17
2219,MLC1,9
2220,HDAC10,14
2221,KCNK10,0
2222,ABHD4,13
2223,KHNYN,18
2224,FKBP3,20
2225,SDR39U1,19
2226,CTSG,5
2227,GZMH,13
2228,GZMB,24
2229,RBM23,21
2230,PRMT5,17
2231,COCH,10
2232,AP4S1,14
2233,POLE2,17
2234,VCPKMT,14
2235,SOS2,17
2236,CDKL1,12
2237,NIN,22
2238,PYGL,8
2239,TRIM9,9
2240,PSMC6,21
2241,GNPNAT1,17
2242,DDHD1,23
2243,CDKN3,17
2244,CNIH1,19
2245,CGRRF1,15
2246,ATP6V1D,19
2247,CCDC198,4
2248,PLEK2,7
2249,PIGH,15
2250,LRRC74A,2
2251,PSMA3,23
2252,VTI1B,21
2253,TIMM9,20
2254,GSTZ1,14
2255,KIAA0586,16
2256,TMED8,18
2257,SAMD15,8
2258,AHSA1,24
2259,DAAM1,14
2260,ISM2,7
2261,SPTLC2,19
2262,RIN3,21
2263,LGMN,12
2264,ALKBH1,15
2265,SNW1,21
2266,CHGA,4
2267,ITPK1,21
2268,DHRS7,16
2269,PPM1A,21
2270,SIX4,10
2271,GALNT16,4
2272,ASB2,11
2273,CEP128,16
2274,ERH,22
2275,HIF1A,20
2276,SUSD6,23
2277,SRSF5,17
2278,SLC10A1,0
2279,EIF5,24
2280,SERPINA4,1
2281,SLC8A3,6
2282,DICER1,21
2283,ZFYVE21,16
2284,MTHFD1,24
2285,TCL1A,3
2286,ZC3H14,16
2287,TELO2,17
2288,PCNX1,20
2289,BDKRB1,1
2290,GSKIP,18
2291,VRK1,23
2292,PSMC1,22
2293,PAPLN,9
2294,PPP4R3A,23
2295,C14orf93,12
2296,PSMB5,23
2297,YY1,21
2298,ACIN1,20
2299,CCNB1IP1,20
2300,TRIP11,15
2301,APEX1,23
2302,EFS,4
2303,ARHGAP5,15
2304,CINP,19
2305,DHRS2,10
2306,SRP54,23
2307,CPNE6,5
2308,CHD8,19
2309,PCK2,19
2310,PRORP,19
2311,DCAF11,21
2312,NFKBIA,24
2313,EMC9,17
2314,PSME2,19
2315,BRMS1L,14
2316,REC8,13
2317,TM9SF1,18
2318,SEC23A,17
2319,GMPR2,16
2320,PNN,23
2321,RABGGTA,17
2322,NFATC4,5
2323,PLTP,11
2324,PCIF1,19
2325,GSS,20
2326,MMP9,5
2327,VSX1,2
2328,TRPC4AP,20
2329,PYGB,17
2330,ABHD12,18
2331,PROCR,9
2332,GINS1,16
2333,NINL,10
2334,CD40,9
2335,UQCC1,21
2336,ZMYND8,19
2337,SGK2,7
2338,IFT52,14
2339,MYBL2,23
2340,R3HDML,2
2341,HNF4A,0
2342,NDRG3,19
2343,SLA2,22
2344,RAB5IF,15
2345,NFATC2,23
2346,RIMS4,5
2347,PABPC1L,17
2348,STK4,24
2349,SALL4,7
2350,ADNP,20
2351,PFDN4,18
2352,DOK5,15
2353,CSTF1,17
2354,BMP7,7
2355,RAE1,20
2356,TPD52L2,21
2357,DNAJC5,22
2358,NELFCD,23
2359,CTSZ,17
2360,PRPF6,22
2361,TUBB1,5
2362,PRELID3B,23
2363,HRH3,3
2364,MTG2,13
2365,PSMA7,24
2366,SLCO4A1,16
2367,NTSR1,7
2368,MRGBP,19
2369,TCFL5,13
2370,DIDO1,20
2371,GID8,23
2372,SLC17A9,11
2373,BIRC7,6
2374,NKAIN4,2
2375,ARFGAP1,16
2376,AVP,5
2377,COL20A1,5
2378,CHRNA4,3
2379,EEF1A2,9
2380,PTK6,8
2381,GMEB2,17
2382,ADISSP,12
2383,SPEF1,4
2384,CDC25B,24
2385,ISM1,9
2386,RNF24,14
2387,ARFRP1,20
2388,NDUFAF5,15
2389,SEL1L2,1
2390,TRIB3,18
2391,RASSF2,22
2392,CSNK2A1,14
2393,SLC52A3,2
2394,ANGPT4,4
2395,RSPO4,5
2396,CDS2,20
2397,HM13,21
2398,SNPH,11
2399,MYLK2,9
2400,SIRPB1,8
2401,SEC23B,22
2402,FERMT1,8
2403,HAO1,3
2404,PDYN,2
2405,CCM2L,5
2406,PLCB4,3
2407,MYL9,10
2408,HCK,7
2409,TM9SF4,16
2410,TLDC2,3
2411,CRNKL1,18
2412,POFUT1,18
2413,SAMHD1,24
2414,PAK5,1
2415,KIF3B,18
2416,NOP56,22
2417,MANBAL,15
2418,IDH3B,23
2419,MAPRE1,22
2420,JAG1,8
2421,CDK5RAP1,17
2422,SNTA1,12
2423,OXT,8
2424,TTI1,18
2425,E2F1,22
2426,RPRD1B,17
2427,PXMP4,13
2428,CHMP4B,24
2429,BPI,2
2430,CST9L,0
2431,SLC32A1,6
2432,CST3,8
2433,ASIP,4
2434,CST4,0
2435,ACTR5,15
2436,WFDC2,8
2437,AHCY,21
2438,PPP1R16B,22
2439,SPINT3,1
2440,FAM83D,15
2441,EPPIN,2
2442,DHX35,14
2443,DNTTIP1,18
2444,MAP1LC3A,12
2445,SYNDIG1,1
2446,PIGU,14
2447,TNNC2,8
2448,ACOT8,16
2449,APMAP,20
2450,CELF4,0
2451,ZNF516,10
2452,CDH20,3
2453,ADNP2,19
2454,RBFA,16
2455,USP14,23
2456,VAPA,23
2457,METTL4,18
2458,LPIN2,22
2459,SMCHD1,24
2460,MYOM1,9
2461,MYL12A,24
2462,CEP76,15
2463,ST8SIA5,6
2464,CEP192,19
2465,RNMT,19
2466,SMAD7,14
2467,LIPG,6
2468,LAMA1,3
2469,RNF125,22
2470,ANKRD12,20
2471,NOL4,0
2472,POLI,14
2473,MIB1,22
2474,RBBP8,18
2475,RIOK3,21
2476,CSTF2,12
2477,H2BW2,1
2478,MXRA5,0
2479,VSIG1,12
2480,PSMD10,21
2481,ATG4A,14
2482,STS,13
2483,TBL1X,17
2484,GPR143,2
2485,PGRMC1,20
2486,POLA1,18
2487,MID1,8
2488,NKAP,18
2489,RHOXF1,6
2490,NXT2,17
2491,GUCY2F,6
2492,ATP1B4,7
2493,ALG13,22
2494,PRPS2,20
2495,TLR8,0
2496,MOSPD1,14
2497,AMMECR1,15
2498,CHRDL1,3
2499,WDR13,18
2500,SUV39H1,17
2501,PAGE4,0
2502,SRPX,6
2503,GLRA2,0
2504,XIAP,19
2505,STAG2,24
2506,ATP11C,14
2507,MCF2,8
2508,F9,0
2509,ABCD1,12
2510,CCDC22,15
2511,CACNA1F,9
2512,SYP,11
2513,PLP2,16
2514,BMX,2
2515,LUZP4,3
2516,PLS3,13
2517,NAA10,20
2518,RENBP,16
2519,ELF4,16
2520,SMARCA1,4
2521,MTMR8,11
2522,ASB9,11
2523,ZC3H12B,9
2524,RBBP7,22
2525,PPP1R2C,6
2526,KCND1,10
2527,OPN1LW,0
2528,SLC25A14,12
2529,FMR1,18
2530,PIM2,24
2531,SCML2,11
2532,SLC35A2,11
2533,PQBP1,21
2534,RS1,1
2535,PCSK1N,9
2536,EMD,23
2537,TAFAZZIN,16
2538,PGK1,23
2539,GATA1,4
2540,MAGT1,20
2541,SMS,24
2542,PHEX,13
2543,UBL4A,16
2544,CD99L2,15
2545,EEA1,16
2546,RP2,16
2547,JADE3,11
2548,CDK16,21
2549,USP11,14
2550,PCYT1B,8
2551,BRS3,1
2552,HTATSF1,20
2553,VGLL1,5
2554,CD40LG,24
2555,TIMP1,19
2556,KLHL4,8
2557,GABRE,1
2558,PCDH11X,1
2559,FGD1,7
2560,PIN4,15
2561,PORCN,13
2562,ITIH6,1
2563,MAGED2,19
2564,RBM3,24
2565,KLF8,13
2566,SRPX2,2
2567,SYTL4,4
2568,ZDHHC15,6
2569,CENPI,17
2570,DRP2,9
2571,TAF7L,8
2572,PBDC1,20
2573,GLA,15
2574,ARMCX3,17
2575,BEX4,14
2576,RUBCNL,8
2577,NALCN,2
2578,FGF14,5
2579,HTR2A,0
2580,NDFIP2,24
2581,TNFSF13B,12
2582,FNDC3A,18
2583,MLNR,4
2584,CDADC1,14
2585,CAB39L,14
2586,KLF5,11
2587,STK24,24
2588,ACP5,15
2589,DNAJC3,21
2590,UGGT2,9
2591,ARHGEF7,19
2592,FGF9,9
2593,SGCG,1
2594,PARP4,21
2595,SUPT20H,20
2596,SLC25A15,17
2597,KPNA3,22
2598,FLT1,17
2599,RGCC,22
2600,VWA8,18
2601,DGKH,16
2602,KATNAL1,15
2603,INTS6,22
2604,ACOD1,0
2605,DHRS12,13
2606,MEDAG,7
2607,TSC22D1,11
2608,CLN5,15
2609,OLFM4,4
2610,MSLN,5
2611,MGRN1,20
2612,ZNF629,8
2613,TRADD,17
2614,HSF4,14
2615,CORO1A,24
2616,MAPK3,18
2617,GDPD3,11
2618,ELMO3,11
2619,MT4,0
2620,PHKB,17
2621,LYRM1,20
2622,NUTF2,23
2623,NUP93,20
2624,CENPT,16
2625,TSNAXIP1,8
2626,NFAT5,21
2627,LONP2,22
2628,N4BP1,22
2629,CBLN1,5
2630,ARL2BP,21
2631,PLLP,7
2632,ZNF423,4
2633,CCL22,8
2634,DHODH,15
2635,CCL17,5
2636,CTCF,22
2637,ACD,20
2638,POLR2C,21
2639,PARD6A,14
2640,ZNF821,12
2641,MMP15,9
2642,USB1,20
2643,CYB5B,24
2644,CCDC113,10
2645,PRSS54,0
2646,NME3,17
2647,NDRG4,8
2648,PSMD7,21
2649,SETD6,14
2650,SLC38A7,14
2651,VAC14,19
2652,HAS3,8
2653,TANGO6,18
2654,COG4,18
2655,SMPD3,11
2656,SLC7A6OS,15
2657,SLC7A6,22
2658,PLA2G15,12
2659,ESRP2,7
2660,FA2H,7
2661,WDR59,18
2662,MON1B,19
2663,CMC2,23
2664,AXIN1,20
2665,HCFC1R1,20
2666,NPRL3,16
2667,MLYCD,13
